Variables="x""dx"
Zone t="         0"
 -7.500000000000011e-01   1.250000000000000e-01
 -6.250000000000011e-01   1.249999999999997e-01
 -5.000000000000014e-01   1.249999999999996e-01
 -3.750000000000019e-01   1.250000000000002e-01
 -2.500000000000017e-01   1.250000000000000e-01
 -1.250000000000017e-01   1.249999999999999e-01
 -1.776356839400250e-15   1.249999999999998e-01
  1.249999999999980e-01   1.249999999999998e-01
  2.499999999999978e-01   1.249999999999998e-01
  3.749999999999976e-01   1.250000000000001e-01
  4.999999999999977e-01   1.250000000000002e-01
  6.249999999999979e-01   1.250000000000002e-01
  7.499999999999981e-01   1.250000000000001e-01
  8.749999999999982e-01   1.250000000000002e-01
  9.999999999999984e-01   1.250000000000000e-01
  1.124999999999998e+00   1.249999999999998e-01
  1.249999999999998e+00   1.250000000000002e-01
  1.374999999999998e+00   1.250000000000000e-01
  1.499999999999998e+00   1.250000000000002e-01
  1.624999999999999e+00   1.250000000000002e-01
  1.749999999999999e+00   1.250000000000004e-01
  1.874999999999999e+00   1.250000000000007e-01
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         1"
i=  33
 -2.000000000000000e+00   1.055380056900000e+00
 -9.446199431000004e-01   9.498774010000000e-02
 -8.496322030000004e-01   9.498774009999966e-02
 -7.546444629000008e-01   9.498774009999988e-02
 -6.596567228000009e-01   9.498774009999977e-02
 -5.646689827000011e-01   9.498774009999988e-02
 -4.696812426000012e-01   9.498774010000005e-02
 -3.746935025000012e-01   9.498774010000077e-02
 -2.797057624000004e-01   9.498774009999927e-02
 -1.847180223000011e-01   9.498774009999977e-02
 -8.973028220000134e-02   9.498774009999977e-02
  5.257457899998430e-03   9.498774010000000e-02
  1.002451979999984e-01   9.498774009999966e-02
  1.952329380999981e-01   9.498774010000011e-02
  2.902206781999982e-01   9.498774010000033e-02
  3.852084182999985e-01   9.498774010000000e-02
  4.801961583999985e-01   9.498774009999944e-02
  5.751838984999980e-01   9.498774010000011e-02
  6.701716385999981e-01   9.498774009999966e-02
  7.651593786999977e-01   9.498774010000011e-02
  8.601471187999978e-01   9.498774010000033e-02
  9.551348588999982e-01   9.498774009999988e-02
  1.050122598999998e+00   9.498774010000011e-02
  1.145110339099998e+00   9.498774010000055e-02
  1.240098079199999e+00   9.498774009999988e-02
  1.335085819299999e+00   9.498774009999988e-02
  1.430073559399998e+00   9.498774010000011e-02
  1.525061299499999e+00   9.498774010000011e-02
  1.620049039599999e+00   9.498774010000011e-02
  1.715036779699999e+00   9.498774010000033e-02
  1.810024519799999e+00   9.498774010000033e-02
  1.905012259899999e+00   9.498774010000055e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         2"
i=  33
 -2.000000000000000e+00   1.055302667983508e+00
 -9.446973320164918e-01   9.491194802739189e-02
 -8.497853839890999e-01   9.491194802739178e-02
 -7.548734359617081e-01   9.491194802739189e-02
 -6.599614879343162e-01   9.491194802739178e-02
 -5.650495399069244e-01   9.491194802739189e-02
 -4.701375918795325e-01   9.491194802739195e-02
 -3.752256438521406e-01   9.491194802739267e-02
 -2.803136958247479e-01   9.491194802739128e-02
 -1.854017477973566e-01   9.491194802739167e-02
 -9.048979976996496e-02   9.525085460522609e-02
  4.761054835261125e-03   9.491194802739200e-02
  9.967300286265313e-02   9.515955447772495e-02
  1.948325573403781e-01   9.675237816656457e-02
  2.915849355069426e-01   9.491194802739200e-02
  3.864968835343346e-01   9.491194802739211e-02
  4.814088315617268e-01   9.491194802739156e-02
  5.763207795891183e-01   9.491194802739178e-02
  6.712327276165101e-01   9.491194802739178e-02
  7.661446756439019e-01   9.491194802739211e-02
  8.610566236712940e-01   9.491194802739211e-02
  9.559685716986861e-01   9.491194802739233e-02
  1.050880519726078e+00   9.491194802739189e-02
  1.145792467753470e+00   9.491194802739233e-02
  1.240704415780863e+00   9.491194802739189e-02
  1.335616363808255e+00   9.491194802739211e-02
  1.430528311835647e+00   9.491194802739211e-02
  1.525440259863039e+00   9.491194802739189e-02
  1.620352207890431e+00   9.491194802739233e-02
  1.715264155917823e+00   9.491194802739211e-02
  1.810176103945215e+00   9.491194802739233e-02
  1.905088051972607e+00   9.491194802739256e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         3"
i=  33
 -2.000000000000000e+00   1.054590299516722e+00
 -9.454097004832775e-01   9.426824007921109e-02
 -8.511414604040665e-01   9.426824007920986e-02
 -7.568732203248566e-01   9.426824007921053e-02
 -6.626049802456461e-01   9.426824007921020e-02
 -5.683367401664359e-01   9.426824007921097e-02
 -4.740685000872249e-01   9.426824007920992e-02
 -3.798002600080150e-01   9.426824007921142e-02
 -2.855320199288036e-01   9.426824007920970e-02
 -1.912637798495939e-01   9.426824007921020e-02
 -9.699553977038367e-02   9.784416485672132e-02
  8.486250863376510e-04   9.426824007921020e-02
  9.511686516554785e-02   1.021285785122027e-01
  1.972454436777505e-01   1.035416369547025e-01
  3.007870806324531e-01   9.665283802096669e-02
  3.974399186534198e-01   9.426824007921031e-02
  4.917081587326301e-01   9.426824007921064e-02
  5.859763988118407e-01   9.426824007921009e-02
  6.802446388910508e-01   9.426824007921053e-02
  7.745128789702613e-01   9.426824007921064e-02
  8.687811190494720e-01   9.426824007921075e-02
  9.630493591286827e-01   9.426824007921064e-02
  1.057317599207893e+00   9.426824007921053e-02
  1.151585839287104e+00   9.426824007921053e-02
  1.245854079366314e+00   9.426824007921075e-02
  1.340122319445525e+00   9.426824007921031e-02
  1.434390559524735e+00   9.426824007921075e-02
  1.528658799603946e+00   9.426824007921053e-02
  1.622927039683157e+00   9.426824007921075e-02
  1.717195279762368e+00   9.426824007921053e-02
  1.811463519841578e+00   9.426824007921097e-02
  1.905731759920789e+00   9.426824007921097e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         4"
i=  33
 -2.000000000000000e+00   1.053493285120175e+00
 -9.465067148798247e-01   9.335489411870357e-02
 -8.531518207611212e-01   9.335489411870257e-02
 -7.597969266424186e-01   9.335489411870312e-02
 -6.664420325237155e-01   9.335489411870324e-02
 -5.730871384050122e-01   9.335489411870279e-02
 -4.797322442863095e-01   9.335489411870274e-02
 -3.863773501676067e-01   9.335489411870390e-02
 -2.930224560489028e-01   9.335489411870240e-02
 -1.996675619302004e-01   9.335489411870279e-02
 -1.063126678114976e-01   1.012794054033699e-01
 -5.033262408127737e-03   9.335489411870324e-02
  8.832163171057550e-02   1.050974221166256e-01
  1.934190538272011e-01   1.137363953656300e-01
  3.071554491928311e-01   1.058113507892137e-01
  4.129667999820448e-01   9.335489411870368e-02
  5.063216941007485e-01   9.335489411870290e-02
  5.996765882194514e-01   9.335489411870290e-02
  6.930314823381543e-01   9.335489411870301e-02
  7.863863764568573e-01   9.335489411870312e-02
  8.797412705755604e-01   9.335489411870335e-02
  9.730961646942637e-01   9.335489411870346e-02
  1.066451058812967e+00   9.335489411870301e-02
  1.159805952931670e+00   9.335489411870346e-02
  1.253160847050374e+00   9.335489411870324e-02
  1.346515741169077e+00   9.335489411870301e-02
  1.439870635287780e+00   9.335489411870324e-02
  1.533225529406483e+00   9.335489411870301e-02
  1.626580423525186e+00   9.335489411870346e-02
  1.719935317643890e+00   9.335489411870324e-02
  1.813290211762593e+00   9.335489411870346e-02
  1.906645105881296e+00   9.335489411870368e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         5"
i=  33
 -2.000000000000000e+00   1.052900868241227e+00
 -9.470991317587731e-01   9.291169076418215e-02
 -8.541874409945910e-01   9.325160909019603e-02
 -7.609358319043950e-01   9.291169076418182e-02
 -6.680241411402131e-01   9.291169076418204e-02
 -5.751124503760311e-01   9.291169076418171e-02
 -4.822007596118494e-01   9.291169076418154e-02
 -3.892890688476678e-01   9.291169076418271e-02
 -2.963773780834851e-01   9.291169076418054e-02
 -2.034656873193046e-01   9.750875784862334e-02
 -1.059569294706812e-01   1.033987563769314e-01
 -2.558173093749838e-03   9.291169076418138e-02
  9.035351767043154e-02   1.060533172421765e-01
  1.964068349126080e-01   1.160309172627275e-01
  3.124377521753355e-01   1.073969707351574e-01
  4.198347229104930e-01   9.291169076418193e-02
  5.127464136746749e-01   9.291169076418160e-02
  6.056581044388565e-01   9.357822486259537e-02
  6.992363293014519e-01   9.291169076418171e-02
  7.921480200656336e-01   9.291169076418193e-02
  8.850597108298155e-01   9.291169076418215e-02
  9.779714015939976e-01   9.291169076418193e-02
  1.070883092358180e+00   9.291169076418204e-02
  1.163794783122362e+00   9.291169076418204e-02
  1.256706473886544e+00   9.291169076418204e-02
  1.349618164650726e+00   9.291169076418160e-02
  1.442529855414907e+00   9.291169076418204e-02
  1.535441546179089e+00   9.291169076418204e-02
  1.628353236943271e+00   9.291169076418204e-02
  1.721264927707453e+00   9.291169076418204e-02
  1.814176618471635e+00   9.291169076418226e-02
  1.907088309235818e+00   9.291169076418226e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         6"
i=  33
 -2.000000000000000e+00   1.049946528981194e+00
 -9.500534710188062e-01   9.107454282859651e-02
 -8.589789281902097e-01   9.357836494735461e-02
 -7.654005632428551e-01   9.107454282859573e-02
 -6.743260204142594e-01   9.107454282859551e-02
 -5.832514775856639e-01   9.107454282859573e-02
 -4.921769347570681e-01   9.107454282859545e-02
 -4.011023919284727e-01   9.107454282859651e-02
 -3.100278490998762e-01   9.107454282859456e-02
 -2.189533062712816e-01   9.693083418647119e-02
 -1.220224720848104e-01   1.050651140002556e-01
 -1.695735808455479e-02   9.107454282859528e-02
  7.411718474404050e-02   1.079172450079410e-01
  1.820344297519815e-01   1.258772523558039e-01
  3.079116821077854e-01   1.198253524358961e-01
  4.277370345436815e-01   9.839486070202608e-02
  5.261318952457076e-01   9.107454282859584e-02
  6.172064380743034e-01   1.008936131405639e-01
  7.181000512148673e-01   9.486745343268421e-02
  8.129675046475515e-01   9.413798140929841e-02
  9.071054860568499e-01   9.107454282859573e-02
  9.981800288854457e-01   9.107454282859617e-02
  1.089254571714042e+00   9.107454282859573e-02
  1.180329114542638e+00   9.107454282859573e-02
  1.271403657371233e+00   9.107454282859573e-02
  1.362478200199829e+00   9.107454282859551e-02
  1.453552743028425e+00   9.107454282859595e-02
  1.544627285857020e+00   9.107454282859573e-02
  1.635701828685616e+00   9.107454282859573e-02
  1.726776371514212e+00   9.107454282859595e-02
  1.817850914342808e+00   9.107454282859595e-02
  1.908925457171404e+00   9.107454282859617e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         7"
i=  33
 -2.000000000000000e+00   1.038406778675149e+00
 -9.615932213248510e-01   8.739939687319298e-02
 -8.741938244516581e-01   1.125124287243212e-01
 -7.616813957273368e-01   9.205570463751755e-02
 -6.696256910898193e-01   8.739939687319331e-02
 -5.822262942166260e-01   8.739939687319287e-02
 -4.948268973434331e-01   9.158121027342186e-02
 -4.032456870700112e-01   8.739939687319354e-02
 -3.158462901968177e-01   8.739939687319215e-02
 -2.284468933236256e-01   9.794498255962492e-02
 -1.305019107640006e-01   1.131318956531617e-01
 -1.737001511083891e-02   8.739939687319231e-02
  7.002938176235340e-02   1.035624352679755e-01
  1.735918170303289e-01   1.319897990312570e-01
  3.055816160615858e-01   1.366960207730121e-01
  4.422776368345979e-01   1.107347311324998e-01
  5.530123679670977e-01   8.739939687319209e-02
  6.404117648402898e-01   9.682223228068698e-02
  7.372339971209768e-01   1.149979726093125e-01
  8.522319697302894e-01   9.897526779139465e-02
  9.512072375216840e-01   8.739939687319276e-02
  1.038606634394877e+00   8.739939687319320e-02
  1.126006031268070e+00   8.739939687319298e-02
  1.213405428141263e+00   8.739939687319276e-02
  1.300804825014456e+00   8.739939687319298e-02
  1.388204221887649e+00   8.739939687319298e-02
  1.475603618760842e+00   8.739939687319298e-02
  1.563003015634035e+00   8.739939687319276e-02
  1.650402412507227e+00   8.739939687319298e-02
  1.737801809380420e+00   8.739939687319298e-02
  1.825201206253613e+00   8.739939687319320e-02
  1.912600603126807e+00   8.739939687319342e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         8"
i=  33
 -2.000000000000000e+00   1.034299285502194e+00
 -9.657007144978058e-01   8.698446760816680e-02
 -8.787162468896390e-01   1.123217424814572e-01
 -7.663945044081818e-01   9.467835907210620e-02
 -6.717161453360756e-01   8.698446760816692e-02
 -5.847316777279087e-01   9.398306870121820e-02
 -4.907486090266905e-01   9.114642759205488e-02
 -3.996021814346356e-01   8.698446760816791e-02
 -3.126177138264677e-01   8.705753451159431e-02
 -2.255601793148734e-01   9.747998747789433e-02
 -1.280801918369791e-01   1.125947997673737e-01
 -1.548539206960531e-02   8.802158786744430e-02
  7.253619579783899e-02   1.030707709839822e-01
  1.756069667818212e-01   1.314675010653082e-01
  3.070744678471294e-01   1.376587701987941e-01
  4.447332380459236e-01   1.120801746346499e-01
  5.568134126805735e-01   8.698446760816692e-02
  6.437978802887404e-01   9.636256752496541e-02
  7.401604478137058e-01   1.175205595211353e-01
  8.576810073348411e-01   9.850538136715348e-02
  9.561863887019946e-01   8.698446760816725e-02
  1.043170856310162e+00   8.698446760816703e-02
  1.130155323918329e+00   8.698446760816725e-02
  1.217139791526496e+00   8.698446760816680e-02
  1.304124259134663e+00   8.698446760816703e-02
  1.391108726742830e+00   8.698446760816703e-02
  1.478093194350997e+00   8.698446760816703e-02
  1.565077661959164e+00   8.698446760816703e-02
  1.652062129567331e+00   8.698446760816703e-02
  1.739046597175498e+00   8.698446760816725e-02
  1.826031064783665e+00   8.698446760816725e-02
  1.913015532391833e+00   8.698446760816747e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="         9"
i=  33
 -2.000000000000000e+00   1.020916167235564e+00
 -9.790838327644356e-01   8.578050445126340e-02
 -8.933033283131722e-01   1.107670788261419e-01
 -7.825362494870303e-01   1.007072190226754e-01
 -6.818290304643548e-01   9.201935306851095e-02
 -5.898096773958439e-01   9.268223589658053e-02
 -4.971274414992634e-01   8.988485755169545e-02
 -4.072425839475679e-01   8.578050445126439e-02
 -3.214620794963035e-01   8.585256001469616e-02
 -2.356095194816074e-01   9.773310687923698e-02
 -1.378764126023704e-01   1.110363566477414e-01
 -2.684005595462902e-02   1.011699738524986e-01
  7.432991789786958e-02   1.138184165933775e-01
  1.881483344912471e-01   1.348073338452296e-01
  3.229556683364767e-01   1.357534094660235e-01
  4.587090778025002e-01   1.105288545892805e-01
  5.692379323917807e-01   8.844532872530397e-02
  6.576832611170846e-01   9.502879939371378e-02
  7.527120605107984e-01   1.158939375460680e-01
  8.686059980568664e-01   1.020279485279706e-01
  9.706339465848370e-01   8.578050445126362e-02
  1.056414451036101e+00   8.578050445126362e-02
  1.142194955487364e+00   8.578050445126340e-02
  1.227975459938628e+00   8.578050445126362e-02
  1.313755964389891e+00   8.578050445126340e-02
  1.399536468841155e+00   8.578050445126362e-02
  1.485316973292418e+00   8.578050445126340e-02
  1.571097477743682e+00   8.578050445126340e-02
  1.656877982194945e+00   8.578050445126362e-02
  1.742658486646209e+00   8.578050445126362e-02
  1.828438991097472e+00   8.578050445126384e-02
  1.914219495548736e+00   8.578050445126384e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        10"
i=  33
 -2.000000000000000e+00   1.018191706597418e+00
 -9.818082934025822e-01   8.494939532131496e-02
 -8.968588980812673e-01   1.096938772497286e-01
 -7.871650208315387e-01   1.101039492403090e-01
 -6.770610715912297e-01   9.725507576584191e-02
 -5.798059958253878e-01   9.239445445866512e-02
 -4.874115413667227e-01   8.901398175072089e-02
 -3.983975596160018e-01   8.494939532131562e-02
 -3.134481642946862e-01   9.087560320176852e-02
 -2.225725610929177e-01   1.017404915642148e-01
 -1.208320695287028e-01   1.099605460651629e-01
 -1.087152346353992e-02   1.003435085347898e-01
  8.947198507124987e-02   1.127156509072961e-01
  2.021876359785459e-01   1.335012086169434e-01
  3.356888445954893e-01   1.353627719871288e-01
  4.710516165826181e-01   1.104775725665220e-01
  5.815291891491401e-01   8.758840037667270e-02
  6.691175895258128e-01   9.567918475534076e-02
  7.647967742811536e-01   1.147710623428682e-01
  8.795678366240217e-01   1.010394195201983e-01
  9.806072561442201e-01   8.494939532131474e-02
  1.065556651465535e+00   8.494939532131540e-02
  1.150506046786850e+00   8.494939532131474e-02
  1.235455442108165e+00   8.494939532131496e-02
  1.320404837429480e+00   8.494939532131496e-02
  1.405354232750795e+00   8.494939532131474e-02
  1.490303628072110e+00   8.494939532131496e-02
  1.575253023393425e+00   8.494939532131496e-02
  1.660202418714740e+00   8.494939532131496e-02
  1.745151814036054e+00   8.494939532131496e-02
  1.830101209357369e+00   8.494939532131540e-02
  1.915050604678685e+00   8.494939532131518e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        11"
i=  33
 -2.000000000000000e+00   1.016723849654424e+00
 -9.832761503455758e-01   8.437325570423049e-02
 -8.989028946413453e-01   1.089499148469495e-01
 -7.899529797943958e-01   1.124015368017415e-01
 -6.775514429926544e-01   1.020486743363909e-01
 -5.755027686562635e-01   9.268161280185128e-02
 -4.828211558544122e-01   8.841027517065631e-02
 -3.944108806837559e-01   8.865959745157648e-02
 -3.057512832321794e-01   9.320668671070281e-02
 -2.125445965214766e-01   1.010504708582277e-01
 -1.114941256632489e-01   1.092147750529485e-01
 -2.279350610300379e-03   1.000420294698398e-01
  9.776267885953938e-02   1.119511941383616e-01
  2.097138729979010e-01   1.325957793998020e-01
  3.423096523977031e-01   1.355616172858183e-01
  4.778712696835213e-01   1.115262021000730e-01
  5.893974717835944e-01   8.762353703313253e-02
  6.770210088167269e-01   9.503027323064661e-02
  7.720512820473735e-01   1.139926652993355e-01
  8.860439473467090e-01   1.014769842025207e-01
  9.875209315492297e-01   8.437325570423093e-02
  1.071894187253461e+00   8.437325570423093e-02
  1.156267442957692e+00   8.437325570423071e-02
  1.240640698661922e+00   8.437325570423071e-02
  1.325013954366153e+00   8.437325570423071e-02
  1.409387210070384e+00   8.437325570423071e-02
  1.493760465774614e+00   8.437325570423093e-02
  1.578133721478845e+00   8.437325570423071e-02
  1.662506977183076e+00   8.437325570423093e-02
  1.746880232887307e+00   8.437325570423071e-02
  1.831253488591538e+00   8.437325570423115e-02
  1.915626744295769e+00   8.437325570423115e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        12"
i=  33
 -2.000000000000000e+00   1.012027586150847e+00
 -9.879724138491532e-01   7.950936306367073e-02
 -9.084630507854825e-01   1.026692267143634e-01
 -8.057938240711191e-01   1.084068754209643e-01
 -6.973869486501548e-01   1.211601273388387e-01
 -5.762268213113161e-01   1.135053857645264e-01
 -4.627214355467897e-01   9.377611544083514e-02
 -3.689453201059545e-01   8.354860573910206e-02
 -2.853967143668525e-01   8.783356435114714e-02
 -1.975631500157053e-01   9.603597719259194e-02
 -1.015271728231134e-01   1.029188182565584e-01
  1.391645433444944e-03   9.427486320255207e-02
  9.566650863599702e-02   1.054974882271718e-01
  2.011639968631688e-01   1.298929886504139e-01
  3.310569855135826e-01   1.401420368771145e-01
  4.711990223906972e-01   1.205410019303697e-01
  5.917400243210669e-01   9.353038410023651e-02
  6.852704084213034e-01   8.955202473715385e-02
  7.748224331584572e-01   1.074212726382429e-01
  8.822437057967001e-01   1.278866798080551e-01
  1.010130385604755e+00   1.018298954720491e-01
  1.111960281076804e+00   8.985876973256657e-02
  1.201819050809371e+00   8.259668161759182e-02
  1.284415732426963e+00   7.950936306367073e-02
  1.363925095490633e+00   7.950936306367073e-02
  1.443434458554304e+00   7.950936306367073e-02
  1.522943821617975e+00   7.950936306367073e-02
  1.602453184681646e+00   7.950936306367051e-02
  1.681962547745316e+00   7.950936306367096e-02
  1.761471910808987e+00   7.950936306367073e-02
  1.840981273872658e+00   7.950936306367118e-02
  1.920490636936329e+00   7.950936306367096e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        13"
i=  33
 -2.000000000000000e+00   1.008214405491796e+00
 -9.917855945082041e-01   7.296150747941610e-02
 -9.188240870287880e-01   9.421405677106087e-02
 -8.246100302577272e-01   1.240941751376311e-01
 -7.005158551200961e-01   1.360633318863712e-01
 -5.644525232337249e-01   1.202138512841613e-01
 -4.442386719495636e-01   9.382807049970238e-02
 -3.504106014498612e-01   7.986396503534454e-02
 -2.705466364145167e-01   8.060017499680333e-02
 -1.899464614177133e-01   8.816352894538804e-02
 -1.017829324723253e-01   9.444309337651291e-02
 -7.339839095812373e-03   8.651100519020993e-02
  7.917116609439756e-02   1.129124785283876e-01
  1.920836446227852e-01   1.615889258641247e-01
  3.536725704869098e-01   1.817083141146280e-01
  5.353808846015378e-01   1.481343628057910e-01
  6.835152474073287e-01   9.989178364469953e-02
  7.834070310520282e-01   8.217711278064277e-02
  8.655841438326710e-01   9.857475127931159e-02
  9.641588951119826e-01   1.205720786481588e-01
  1.084730973760141e+00   1.003622908434796e-01
  1.185093264603621e+00   8.245859600667971e-02
  1.267551860610301e+00   7.579457207495222e-02
  1.343346432685253e+00   7.296150747941632e-02
  1.416307940164669e+00   7.296150747941632e-02
  1.489269447644086e+00   7.296150747941610e-02
  1.562230955123502e+00   7.296150747941654e-02
  1.635192462602918e+00   7.296150747941610e-02
  1.708153970082334e+00   7.296150747941632e-02
  1.781115477561751e+00   7.296150747941632e-02
  1.854076985041167e+00   7.296150747941654e-02
  1.927038492520583e+00   7.296150747941654e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        14"
i=  33
 -2.000000000000000e+00   1.004832270374536e+00
 -9.951677296254642e-01   6.761313180591633e-02
 -9.275545978195479e-01   9.487636954519163e-02
 -8.326782282743562e-01   1.138745685643943e-01
 -7.188036597099620e-01   1.248580137875016e-01
 -5.939456459224604e-01   1.279997372633574e-01
 -4.659459086591029e-01   1.189859179189636e-01
 -3.469599907401393e-01   1.013880742441843e-01
 -2.455719164959551e-01   8.635797538695006e-02
 -1.592139411090050e-01   8.090296558786103e-02
 -7.831097552114397e-02   8.666538088595510e-02
  8.354405364811135e-03   8.129968147530420e-02
  8.965408684011533e-02   1.041743994914911e-01
  1.938284863316064e-01   1.482814653411322e-01
  3.421099516727386e-01   1.706367951212532e-01
  5.127467467939918e-01   1.464869006413313e-01
  6.592336474353231e-01   1.039995905457312e-01
  7.632332379810542e-01   7.540955653587167e-02
  8.386427945169259e-01   9.045677899432947e-02
  9.290995735112554e-01   1.759378686884682e-01
  1.105037442199724e+00   1.380013626363681e-01
  1.243038804836092e+00   8.483248603695004e-02
  1.327871290873042e+00   6.955264550222018e-02
  1.397423936375262e+00   6.695289595830411e-02
  1.464376832333566e+00   6.695289595830434e-02
  1.531329728291870e+00   6.695289595830389e-02
  1.598282624250174e+00   6.695289595830434e-02
  1.665235520208479e+00   6.695289595830411e-02
  1.732188416166783e+00   6.695289595830411e-02
  1.799141312125087e+00   6.695289595830434e-02
  1.866094208083391e+00   6.695289595830434e-02
  1.933047104041695e+00   6.695289595830456e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        15"
i=  33
 -2.000000000000000e+00   1.011399266044577e+00
 -9.886007339554230e-01   6.204498201953235e-02
 -9.265557519358907e-01   1.040466050527057e-01
 -8.225091468831850e-01   1.165741678061800e-01
 -7.059349790770050e-01   1.167536236892867e-01
 -5.891813553877183e-01   1.174584908551500e-01
 -4.717228645325683e-01   1.154610621102096e-01
 -3.562618024223587e-01   1.042162934756784e-01
 -2.520455089466803e-01   8.906171660988332e-02
 -1.629837923367969e-01   8.028135104823275e-02
 -8.270244128856419e-02   7.952819646315867e-02
 -3.174244825405514e-03   7.975700118666007e-02
  7.658275636125456e-02   9.908935717350364e-02
  1.756721135347582e-01   1.371184300521109e-01
  3.127905435868691e-01   1.565842036590995e-01
  4.693747472459686e-01   1.344231568341448e-01
  6.037979040801134e-01   9.723838237607185e-02
  7.010362864561852e-01   6.919933764834973e-02
  7.702356241045349e-01   8.300735663429704e-02
  8.532429807388320e-01   1.614487110234373e-01
  1.014691691762269e+00   1.519132176624274e-01
  1.166604909424697e+00   7.795220968534644e-02
  1.244557119110043e+00   6.742903295171510e-02
  1.311986152061758e+00   7.156496980990368e-02
  1.383551121871662e+00   7.284317480326430e-02
  1.456394296674926e+00   7.409173909664779e-02
  1.530486035771574e+00   7.525538933942033e-02
  1.605741425110994e+00   7.646660393302995e-02
  1.682208029044024e+00   7.765386746670710e-02
  1.759861896510731e+00   7.885774911053578e-02
  1.838719645621267e+00   8.007862811731159e-02
  1.918798273738579e+00   8.120172626142130e-02
  2.000000000000000e+00   0.000000000000000e+00
Zone t="        16"
i=  33
 -2.000000000000000e+00   1.017953409452798e+00
 -9.820465905472022e-01   6.501330473028477e-02
 -9.170332858169175e-01   1.172655042618281e-01
 -7.997677815550893e-01   1.235923736912378e-01
 -6.761754078638516e-01   1.140236174397574e-01
 -5.621517904240941e-01   1.106873002477574e-01
 -4.514644901763367e-01   1.104119183317748e-01
 -3.410525718445619e-01   1.020322765529413e-01
 -2.390202952916206e-01   8.577622396277168e-02
 -1.532440713288489e-01   7.565334856820005e-02
 -7.759072276064882e-02   7.494361184617859e-02
 -2.647110914470230e-03   8.182022411906198e-02
  7.917311320459175e-02   1.024237588190946e-01
  1.815968720236864e-01   1.352233928901326e-01
  3.168202649138190e-01   1.485317543890839e-01
  4.653520193029029e-01   1.266739869927488e-01
  5.920260062956517e-01   1.013892180697704e-01
  6.934152243654221e-01   8.578361387738043e-02
  7.791988382428026e-01   9.495444133438280e-02
  8.741532795771854e-01   1.521421482439809e-01
  1.026295427821166e+00   1.721988143384927e-01
  1.198494242159659e+00   7.345847756989388e-02
  1.271952719729553e+00   6.354194103383404e-02
  1.335494660763387e+00   6.743944936266266e-02
  1.402934110126050e+00   6.864396838178410e-02
